intervention,phase,ct_id,pmid
intervention7,phase 3,nct02578680,33730652
intervention7,phase 3,nct02578680,32150489
intervention7,phase 3,nct02578680,32035514
intervention7,phase 3,nct02578680,29658856
intervention7,phase 3,nct02578680,33894335
intervention7,phase 3,nct02578680,32914866
intervention7,phase 3,nct02041533,28636851
intervention7,phase 3,nct03215706,33476593
intervention7,phase 3,nct00686959,31125266
intervention7,phase 3,nct00686959,29976505
intervention7,phase 3,nct02142738,33872070
intervention7,phase 3,nct02142738,32926507
intervention7,phase 3,nct02142738,32305010
intervention7,phase 3,nct02142738,31880807
intervention7,phase 3,nct02142738,31395089
intervention7,phase 3,nct02142738,27718847
intervention7,phase 3,nct02142738,29129441
intervention7,phase 3,nct02142738,31446994
intervention7,phase 3,nct01351415,30177994
intervention7,phase 3,nct01351415,21705281
intervention7,phase 3,nct01351415,26828788
intervention7,phase 3,nct03134872,33347829
intervention7,phase 3,nct02162537,33948123
intervention7,phase 3,nct02477826,33485960
intervention7,phase 3,nct02477826,31562796
intervention7,phase 3,nct02477826,31195357
intervention7,phase 3,nct02477826,29658845
intervention7,phase 3,nct02477826,32674209
intervention7,phase 3,nct02477826,30393621
intervention7,phase 3,nct01017874,26511807
intervention7,phase 3,nct01017874,26725183
intervention7,phase 3,nct01017874,24953333
intervention7,phase 3,nct03607539,32781263
intervention7,phase 3,nct00806819,28184431
intervention7,phase 1/phase 2,nct01139775,28625637
intervention7,phase 1/phase 2,nct01139775,24942404
intervention7,phase 1/phase 2,nct01982955,32479794
intervention7,phase 1/phase 2,nct03507244,32733606
intervention7,phase 1/phase 2,nct00923273,31367538
intervention7,phase 1/phase 2,nct02716116,33632775
intervention7,phase 1/phase 2,nct02039674,30529597
intervention7,phase 1/phase 2,nct02039674,30138764
intervention7,phase 1/phase 2,nct02039674,30429032
intervention7,phase 1/phase 2,nct02039674,27745820
intervention7,phase 1/phase 2,nct02039674,33069888
intervention7,phase 1/phase 2,nct02039674,32914866
intervention7,phase 1/phase 2,nct00684099,21069335
intervention7,phase 1,nct01548144,26062823
intervention7,phase 1,nct02419495,33909232
intervention7,phase 1,nct01454102,27932067
intervention7,phase 1,nct01454102,27354485
intervention7,phase 1,nct01454102,27354481
intervention7,phase 1,nct01192165,27876675
intervention7,phase 1,nct01655225,33660194
intervention7,phase 1,nct02185690,34052705
intervention7,phase 1,nct01803282,29691300
intervention7,phase 1,nct03101579,31544065
intervention7,phase 1,nct00528281,25700774
intervention7,phase 1,nct02079636,30082474
intervention7,phase 1,nct02079636,24919854
intervention7,phase 1,nct02383212,27879972
intervention7,phase 1,nct02383212,33831732
intervention7,phase 1,nct02383212,32554615
intervention7,phase 1,nct02383212,29863979
intervention7,phase 1,nct02383212,33728546
intervention7,phase 1,nct02383212,33768419
intervention7,phase 1,nct00701857,26810581
intervention7,phase 1,nct01633970,30053670
intervention7,phase 1,nct01633970,30347025
intervention7,phase 2/phase 3,nct01907100,31103412
intervention8,phase 2,nct00937560,24007819
intervention8,phase 2,nct01704287,32305010
intervention8,phase 2,nct01704287,33360855
intervention8,phase 2,nct01704287,31395089
intervention8,phase 2,nct01704287,30736858
intervention8,phase 2,nct01704287,30202085
intervention8,phase 2,nct01704287,28961465
intervention8,phase 2,nct01704287,27596353
intervention8,phase 2,nct01704287,26115796
intervention8,phase 2,nct00402051,23332288
intervention8,phase 2,nct00600821,24356624
intervention8,phase 2,nct00874107,29486797
intervention8,phase 2,nct01828736,25459391
intervention8,phase 2,nct02289456,30087850
intervention8,phase 2,nct03041311,33796915
intervention8,phase 2,nct03041311,33895103
intervention8,phase 2,nct03041311,33348420
intervention8,phase 2,nct00089297,25009013
intervention8,phase 2,nct00369070,25314641
intervention8,phase 2,nct00369070,21321086
intervention8,phase 2,nct00660140,20662793
intervention8,phase 2,nct01676649,29157311
intervention8,phase 2,nct00583830,24560012
intervention8,phase 2,nct01036087,29879283
intervention8,phase 2,nct02716038,32386568
intervention8,phase 2,nct02716038,33910277
intervention8,phase 2,nct02716038,33209626
intervention8,phase 2,nct02467907,32763109
intervention8,phase 2,nct00977574,33541735
intervention8,phase 2,nct03498521,33219618
intervention8,phase 2,nct03498521,33687747
intervention8,phase 2,nct01836029,29931076
intervention8,phase 2,nct01836029,27810904
intervention8,phase 2,nct01836029,24807889
intervention8,phase 2,nct02860819,34052929
intervention8,phase 2,nct01827384,26602013
intervention8,phase 2,nct01827384,25861217
intervention8,phase 2,nct00563784,25968826
intervention8,phase 2,nct00780039,19520420
intervention8,phase 2,nct00495170,22543217
intervention8,phase 2,nct01045304,31172407
intervention8,phase 2,nct03087864,30902915
intervention8,phase 2,nct00936936,26199392
intervention8,phase 2,nct02547987,34173924
intervention8,phase 2,nct00737243,23032625
intervention8,phase 2,nct02124902,34173924
intervention8,phase 2,nct02633800,31648099
intervention8,phase 2,nct00090610,21945310
intervention8,phase 2,nct00454324,25616430
intervention8,phase 2,nct00861705,25092775
intervention8,phase 2,nct01280058,27039845
intervention8,phase 2,nct01280058,26719427
intervention8,phase 2,nct00446030,24860718
intervention8,phase 2,nct01172470,21497773
intervention8,phase 2,nct01439568,28236984
intervention8,phase 2,nct00449657,24246506
intervention8,phase 2,nct00991796,24148258
intervention8,phase 2,nct00929162,23234805
intervention8,phase 2,nct01506609,29045554
intervention8,phase 2,nct01506609,27739325
intervention8,phase 2,nct01127763,24684785
intervention8,phase 2,nct02978716,31575503
intervention8,phase 2,nct01560104,27803064
intervention8,phase 2,nct00303108,22431702
intervention8,phase 2,nct03161353,34019819
intervention8,phase 2,nct00955305,28950351
intervention8,phase 2,nct02931890,30200910
intervention8,phase 2,nct00716534,25559798
intervention8,phase 2,nct00915005,33198942
intervention8,phase 2,nct00915005,32224318
intervention8,phase 2,nct00915005,29293386
intervention8,phase 2,nct00915005,29594201
intervention8,phase 2,nct00301028,25057165
intervention8,phase 2,nct02489903,33569311
intervention8,phase 2,nct02489903,31231122
intervention8,phase 2,nct02489903,29552569
intervention8,phase 2,nct02489903,27840583
intervention8,phase 2,nct02489903,27403127
intervention8,phase 2,nct02489903,27065848
intervention8,phase 2,nct02489903,27065849
intervention8,phase 2,nct02489903,27855386
intervention8,phase 2,nct02489903,26933421
intervention8,phase 2,nct00874848,28303530
intervention8,phase 2,nct01602666,31545689
intervention8,phase 2,nct03345810,32321565
intervention8,phase 2,nct00508625,22186627
intervention8,phase 2,nct01578551,29487223
intervention8,phase 2,nct02259621,29982279
intervention8,phase 2,nct02259621,31754049
intervention8,phase 2,nct02259621,31236847
intervention8,phase 2,nct02259621,29658848
intervention8,phase 2,nct02259621,33910277
intervention8,phase 2,nct01333033,28078107
intervention8,phase 2,nct01333033,27152857
intervention8,phase 2,nct01333033,24857100
intervention8,phase 2,nct01696032,33289590
intervention8,phase 2,nct01696032,31831561
intervention8,phase 2,nct01149083,28356425
intervention8,phase 2,nct01149083,33084020
intervention8,phase 2,nct02525757,32798130
intervention8,phase 2,nct03158129,33603241
intervention8,phase 2,nct02665039,31648851
intervention8,phase 2,nct02161692,25344361
intervention8,phase 2,nct01815242,33736679
intervention8,phase 2,nct01815242,23958221
intervention8,phase 2,nct01081041,26768732
intervention8,phase 2,nct00610714,19238149
intervention8,phase 2,nct01437449,29540603
intervention8,phase 2,nct02876107,29748602
intervention8,phase 3,nct02367781,31122901
intervention8,phase 3,nct02367781,32524512
intervention8,phase 3,nct03126916,34028986
intervention8,phase 3,nct01837251,32305099
intervention8,phase 3,nct00948675,25371077
intervention8,phase 3,nct02853305,34051178
intervention8,phase 3,nct00540514,23545279
intervention8,phase 3,nct03371017,30977385
intervention8,phase 3,nct02899299,33485464
intervention8,phase 3,nct02899299,33206991
intervention8,phase 3,nct03598270,33318079
intervention8,phase 3,nct02775435,32599071
intervention8,phase 3,nct02775435,30280635
intervention8,phase 3,nct02775435,32914866
intervention8,phase 3,nct02775435,31751163
intervention8,phase 3,nct01726452,28578652
intervention8,phase 3,nct02358031,31679945
intervention8,phase 3,nct00021255,21991949
intervention8,phase 3,nct00021255,27573653
intervention8,phase 3,nct04267848,33878954
intervention8,phase 3,nct01654146,33357510
intervention8,phase 3,nct01654146,32615110
intervention8,phase 3,nct01836575,23775961
intervention8,phase 3,nct03088540,33581821
intervention8,phase 3,nct00110019,23248256
intervention8,phase 3,nct02364999,31768697
intervention8,phase 3,nct02364999,31338773
intervention8,phase 3,nct02367794,32302702
intervention8,phase 3,nct01706939,25057165
intervention8,phase 3,nct03884101,33300372
intervention8,phase 3,nct01493505,31076365
intervention8,phase 3,nct00193895,29537906
intervention8,phase 3,nct03629925,34048947
intervention8,phase 3,nct02163694,32861273
intervention8,phase 3,nct02703272,30546948
intervention8,phase 3,nct04194944,33150799
intervention8,phase 3,nct02036164,31074236
intervention8,phase 3,nct00946712,29169877
intervention8,phase 3,nct00567567,31454045
intervention8,phase 3,nct00567567,32530765
intervention8,phase 3,nct01966003,30617139
intervention8,phase 3,nct00011986,30633128
intervention8,phase 3,nct00011986,23969788
intervention8,phase 3,nct00011986,24779680
intervention8,phase 3,nct03038100,33891472
intervention8,phase 3,nct03038100,30630885
intervention8,phase 3,nct00625898,31235775
intervention8,phase 3,nct01358877,28581356
intervention8,phase 3,nct01358877,33828257
intervention8,phase 3,nct01358877,31305270
intervention8,phase 3,nct01358877,30976844
intervention8,phase 3,nct01358877,31924513
intervention8,phase 3,nct01358877,33619550
intervention8,phase 3,nct03830866,32447296
intervention8,phase 3,nct03830866,31867430
intervention8,phase 3,nct02470585,31562800
intervention8,phase 3,nct02470585,28665051
intervention8,phase 3,nct01704716,30442501
intervention8,phase 3,nct01704716,28259608
intervention8,phase 3,nct01704716,32639845
intervention8,phase 3,nct01704716,24590653
intervention8,phase 3,nct01239732,27749456
intervention8,phase 3,nct00499109,23690416
intervention8,phase 3,nct02807636,32416780
intervention8,phase 3,nct02807636,27939400
intervention8,phase 3,nct02409342,32997907
intervention8,phase 3,nct00596830,24888810
intervention8,phase 3,nct00500890,19543851
intervention8,phase 3,nct03950674,32914866
intervention8,phase 3,nct03043872,33285097
intervention8,phase 3,nct03043872,31590988
intervention8,phase 3,nct03043872,33826027
intervention8,phase 3,nct03829319,33300372
intervention8,phase 3,nct00532727,33098992
intervention8,phase 3,nct00322452,31920008
intervention8,phase 3,nct00322452,28212993
intervention8,phase 3,nct00322452,23540718
intervention8,phase 3,nct00322452,24361280
intervention8,phase 3,nct00322452,19692680
intervention8,phase 3,nct00322452,26911477
intervention8,phase 3,nct00322452,22897752
intervention8,phase 3,nct02763579,31959349
intervention8,phase 3,nct02763579,33439693
intervention8,phase 3,nct02763579,31466854
intervention8,phase 3,nct02763579,30280641
intervention8,phase 3,nct02763579,30885327
intervention8,phase 3,nct02516241,32971005
intervention8,phase 3,nct01721746,25795410
intervention8,phase 3,nct01721746,28671856
intervention8,phase 3,nct01364012,26014294
intervention8,phase 3,nct03296163,33914256
intervention8,phase 3,nct01107626,31361535
intervention8,phase 3,nct03066778,32468956
intervention8,phase 3,nct00565851,31722153
intervention8,phase 3,nct00565851,28438473
intervention8,phase 3,nct00565851,32079709
intervention8,phase 3,nct01828099,28126333
intervention8,phase 3,nct01828099,27130468
intervention8,phase 3,nct02125344,33191846
intervention8,phase 3,nct02125344,32163106
intervention8,phase 3,nct02125344,30528802
intervention8,phase 3,nct00063999,33078978
intervention8,phase 3,nct00533949,26606200
intervention8,phase 3,nct00533949,25601342
intervention8,phase 3,nct00533949,31841363
intervention8,phase 3,nct01802749,33539744
intervention8,phase 3,nct01802749,32079709
intervention8,phase 3,nct01802749,33043164
intervention8,phase 3,nct02131064,29175149
intervention8,phase 3,nct02131064,31157583
intervention8,phase 3,nct00762034,25516338
intervention8,phase 3,nct00762034,25611228
intervention8,phase 3,nct00762034,24145346
intervention8,phase 3,nct00762034,19632943
intervention8,phase 3,nct03903835,32586393
intervention8,phase 3,nct02366143,30922878
intervention8,phase 3,nct02366143,29863955
intervention8,phase 3,nct02366143,30393621
intervention8,phase 3,nct02366143,32459597
intervention8,phase 3,nct02578680,33730652
intervention8,phase 3,nct02578680,32150489
intervention8,phase 3,nct02578680,32035514
intervention8,phase 3,nct02578680,29658856
intervention8,phase 3,nct02578680,33894335
intervention8,phase 3,nct02578680,32914866
intervention8,phase 3,nct02041533,28636851
intervention8,phase 3,nct03215706,33476593
intervention8,phase 3,nct00686959,31125266
intervention8,phase 3,nct00686959,29976505
intervention8,phase 3,nct04203485,33323401
intervention8,phase 3,nct02142738,33872070
intervention8,phase 3,nct02142738,32926507
intervention8,phase 3,nct02142738,32305010
intervention8,phase 3,nct02142738,31880807
intervention8,phase 3,nct02142738,31395089
intervention8,phase 3,nct02142738,27718847
intervention8,phase 3,nct02142738,29129441
intervention8,phase 3,nct02142738,31446994
intervention8,phase 3,nct00951496,31002578
intervention8,phase 3,nct01167712,26933849
intervention8,phase 3,nct02738346,32888454
intervention8,phase 3,nct02620280,32450725
intervention8,phase 3,nct02819518,33278935
intervention8,phase 3,nct01450761,27458307
intervention8,phase 3,nct03134872,33347829
intervention8,phase 3,nct02509286,27435280
intervention8,phase 3,nct00942357,31189035
intervention8,phase 3,nct01015118,26590673
intervention8,phase 3,nct03036488,32101663
intervention8,phase 3,nct03036488,32450725
intervention8,phase 3,nct02477826,33485960
intervention8,phase 3,nct02477826,31562796
intervention8,phase 3,nct02477826,31195357
intervention8,phase 3,nct02477826,29658845
intervention8,phase 3,nct02477826,32674209
intervention8,phase 3,nct02477826,30393621
intervention8,phase 3,nct00588770,31618129
intervention8,phase 3,nct00262847,26487588
intervention8,phase 3,nct00262847,22204724
intervention8,phase 3,nct00262847,31216226
intervention8,phase 3,nct00262847,29550184
intervention8,phase 3,nct00262847,23219660
intervention8,phase 3,nct00262847,21941283
intervention8,phase 3,nct00807768,30995174
intervention8,phase 3,nct00434642,32079709
intervention8,phase 3,nct00434642,26271155
intervention8,phase 3,nct00434642,21941283
intervention8,phase 3,nct02032277,33599688
intervention8,phase 3,nct02032277,29501363
intervention8,phase 3,nct02032277,31913413
